REGIÃO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAÚDE;QUANTIDADE;STATUS;DATA DE ENTREGA
SUL;RIO GRANDE DO SUL ;SMS;Ivorá;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;24/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Formigueiro;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Cacequi;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA;25/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Agudo;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.500;ENTREGA REALIZADA;26/08/2020
SUL;PARANÁ ;SMS;Curitiba;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.000;ENTREGA REALIZADA;25/08/2020
SUL;PARANÁ ;SES;PARANÁ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;23.000;ENTREGA REALIZADA;25/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Várzea Grande ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA;19/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Novo Hamburgo ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;35.500;ENTREGA REALIZADA;21/08/2020
SUL;RIO GRANDE DO SUL ;SMS;Bento Gonçalves;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27.000;ENTREGA REALIZADA;24/08/2020
SUL;SANTA CATARINA ;SMS;Florianópolis ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;30.000;ENTREGA REALIZADA;17/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Lucas do Rio Verde;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA ;27/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Lambari d' oeste;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;28/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Jauru;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;28/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Indiavaí ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Figueirópolis d' Oeste;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Curvelândia;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;27/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Comodoro;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.500;ENTREGA REALIZADA ;27/08/2020
CENTRO-OESTE;MATO GROSSO ;SMS;Cáceres;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;1.000;ENTREGA REALIZADA ;28/08/2020
CENTRO-OESTE;MATO GROSSO;SMS;Aratupanga ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2.000;ENTREGA REALIZADA ;27/08/2020
SUDESTE;MINAS GERAIS ;SMS;Urucuia;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;25/08/2020
SUDESTE;MINAS GERAIS ;SMS;Riachinho ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;25/08/2020
SUDESTE;MINAS GERAIS ;SMS;Douradoquara ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;500;ENTREGA REALIZADA ;31/08/2020
CENTRO-OESTE;GOIÁS;SMS;Trindade;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;13.000;ENTREGA REALIZADA ;24/08/2020
CENTRO-OESTE;GOIÁS;SMS;Anicuns;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3.500;ENTREGA REALIZADA ;25/08/2020
CENTRO-OESTE;GOIÁS;SMS;Luziania ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;20.000;ENTREGA REALIZADA ;24/08/2020
NORDESTE;BAHIA ;SMS;Porto Seguro ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;40.000;ENTREGA REALIZADA ;24/08/2020
SUDESTE;MINAS GERAIS ;SMS;Grão Mogol ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;08/09/2020
NORDESTE ;BAHIA ;SMS;Madre de Deus ;HIDROXICLOROQUINA 200MG ;COVID-19;9.000;ENTREGA REALIZADA ;08/09/2020
SUL ;SANTA CATARINA ;SMS;Joinville ;HIDROXICLOROQUINA 200MG ;COVID-19;160.500;ENTREGA REALIZADA ;08/09/2020
NORTE ;PARÁ;SMS;Pau d' arco ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;08/09/2020
SUL ;RIO GRANDE DO SUL ;SMS;Grupo Hospitalar Conceição ;HIDROXICLOROQUINA 200MG ;COVID-19;19.500;ENTREGA REALIZADA ;08/09/2020
NORDESTE;BAHIA ;SES;BAHIA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;17.000;ENTREGA REALIZADA ;08/09/2020
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;4.000;ENTREGA REALIZADA ;10/09/2020
CENTRO-OESTE;GOIÁS;SES;GOIÁS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;23.000;ENTREGA REALIZADA ;10/09/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;286.000;ENTREGA REALIZADA ;14/09/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SES;MATO GROSSO DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;60.500;ENTREGA REALIZADA ;14/09/2020
NORTE ;RORAIMA ;SES;RORAIMA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;80.000;ENTREGA REALIZADA ;14/09/2020
SUL ;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;106.500;ENTREGA REALIZADA ;14/09/2020
SUL ;SANTA CATARINA ;SES;SANTA CATARINA ;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;160.000;ENTREGA REALIZADA ;14/09/2020
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA ;15/09/2020
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;18/09/2020
NORTE;AMAPA;SES;AMAPÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA ;14/09/2020
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;6.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA;18/09/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA ;11/09/2020
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA ;14/09/2020
CENTRO-OESTE;GOIÁS;SES;GOIÁS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA ;14/09/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA;18/09/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SES;MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;10.000;ENTREGA REALIZADA ;14/09/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;25.000;ENTREGA REALIZADA;18/09/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;35.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;PERNAMBUCO;SES;PERNAMBUCO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2.000;ENTREGA REALIZADA ;14/09/2020
NORDESTE;RIO GRANDE DO NORTE ;SES;RIO GRANDE DO NORTE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA ;14/09/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20.000;ENTREGA REALIZADA ;24/09/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;18/09/2020
NORTE;RORAIMA;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;30.000;ENTREGA REALIZADA;18/09/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;35.000;ENTREGA REALIZADA;18/09/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;155.500;ENTREGA REALIZADA;18/09/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8.000;ENTREGA REALIZADA ;14/09/2020
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA ;15/09/2020
NORDESTE;ALAGOAS ;SES;ALAGOAS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;BAHIA ;SES;BAHIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;11.000;ENTREGA REALIZADA;18/09/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA ;11/09/2020
SUDESTE;ESPÍRITO SANTO;SES;ESPÍRITO SANTO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;60.000;ENTREGA REALIZADA ;14/09/2020
CENTRO-OESTE;GOIÁS;SES;GOIÁS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA ;14/09/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;18/09/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SES;MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA ;14/09/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;128.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA ;15/09/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;400.000;ENTREGA REALIZADA;18/09/2020
SUL;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;200.000;ENTREGA REALIZADA ;24/09/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;18/09/2020
NORTE;RORAIMA;SES;RORAIMA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;18/09/2020
SUL;SANTA CATARINA ;SES;SANTA CATARINA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;400.000;ENTREGA REALIZADA;18/09/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;700.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;SERGIPE ;SES;SERGIPE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA ;14/09/2020
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;BAHIA ;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;CEARÁ;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;18/09/2020
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;14/09/2020
SUDESTE;MINAS GERAIS ;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;6.000;ENTREGA REALIZADA;18/09/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA;14/09/2020
NORDESTE;PIAUÍ;SMS;TERESINA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;;ENTREGA REALIZADA;14/09/2020
SUDESTE;RIO DE JANEIRO;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA;18/09/2020
SUL;RIO GRANDE DO SUL ;SMS;PORTO ALEGRE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.500;ENTREGA REALIZADA;18/09/2020
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA;18/09/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;29.000;ENTREGA REALIZADA;18/09/2020
NORTE;TOCANTINS;SMS;PALMAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.000;ENTREGA REALIZADA;14/09/2020
NORTE;ACRE;SMS;RIO BRANCO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;BAHIA ;SMS;SALVADOR;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.500;ENTREGA REALIZADA;18/09/2020
NORDESTE;CEARÁ;SMS;FORTALEZA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;23.500;ENTREGA REALIZADA;18/09/2020
SUDESTE;ESPÍRITO SANTO;SMS;VITÓRIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;14/09/2020
CENTRO-OESTE;GOIÁS;SMS;GOIÂNIA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.500;ENTREGA REALIZADA;14/09/2020
NORDESTE;MARANHÃO;SMS;SÃO LUÍS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4.000;ENTREGA REALIZADA;15/06/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;21.500;ENTREGA REALIZADA;18/09/2020
SUDESTE;MINAS GERAIS ;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;18/09/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7.000;ENTREGA REALIZADA;18/09/2020
NORDESTE;PARAÍBA;SMS;JOÃO PESSOA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6.000;ENTREGA REALIZADA;18/09/2020
SUL;PARANÁ ;SMS;CURITIBA ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;142.500;ENTREGA REALIZADA;18/09/2020
NORDESTE;PERNAMBUCO;SMS;RECIFE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;19.500;ENTREGA REALIZADA;14/09/2020
NORDESTE;PIAUÍ;SMS;TERESINA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;25.500;ENTREGA REALIZADA;14/09/2020
SUDESTE;RIO DE JANEIRO;SMS;RIO DE JANEIRO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;34.500;ENTREGA REALIZADA;18/09/2020
NORDESTE;RIO GRANDE DO NORTE ;SMS;NATAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA;18/09/2020
SUL;RIO GRANDE DO SUL ;SMS;PORTO ALEGRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.500;ENTREGA REALIZADA;18/09/2020
SUL;SANTA CATARINA ;SMS;FLORIANÓPOLIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9.000;ENTREGA REALIZADA;18/09/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;347.000;ENTREGA REALIZADA;18/09/2020
NORTE;TOCANTINS;SMS;PALMAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA;14/09/2020
SUL ;SANTA CATARINA;SMS;Lages ;HIDROXICLOROQUINA 200MG ;COVID-19;63.000;ENTREGA REALIZADA ;18/09/2020
SUDESTE;SÃO PAULO ;SMS;Pirassununga ;HIDROXICLOROQUINA 200MG ;COVID-19;13.500;ENTREGA REALIZADA ;17/09/2020
SUL ;SANTA CATARINA ;SMS;Pinhalzinho ;HIDROXICLOROQUINA 200MG ;COVID-19;3.000;ENTREGA REALIZADA ;17/09/2020
NORDESTE ;BAHIA;SMS;Vera Cruz ;HIDROXICLOROQUINA 200MG ;COVID-19;4.500;ENTREGA REALIZADA ;22/09/2020
SUDESTE ;ESPÍRITO SANTO;SMS;Aracruz ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;06/10/2020
CENTRO-OESTE;GOIÁS;SMS;Águas Lindas de Goiás ;HIDROXICLOROQUINA 200MG ;COVID-19;12.000;ENTREGA REALIZADA ;16/10/2020
CENTRO-OESTE;GOIÁS;SMS;Juquitiba ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;28/10/2020
NORDESTE;BAHIA ;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8.000;ENTREGA REALIZADA ;27/10/2020
NORDESTE;BAHIA ;SES;BAHIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4.000;ENTREGA REALIZADA ;27/10/2020
CENTRO-OESTE;GOIÁS;SES;GOIÁS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA ;03/11/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15.000;ENTREGA REALIZADA ;28/10/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA ;28/10/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10.000;ENTREGA REALIZADA ;28/10/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;17.000;ENTREGA REALIZADA ;26/10/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA ;26/10/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5.000;ENTREGA REALIZADA ;26/10/2020
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA ;03/11/2020
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1.500;ENTREGA REALIZADA ;03/11/2020
NORTE;ACRE;SES;ACRE;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2.000;ENTREGA REALIZADA ;03/11/2020
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;15.000;ENTREGA REALIZADA ;10/11/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2.000;ENTREGA REALIZADA ;03/11/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.500;ENTREGA REALIZADA ;03/11/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA ;09/11/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA ;04/11/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3.000;ENTREGA REALIZADA ;04/11/2020
SUL;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;130.000;ENTREGA REALIZADA ;06/11/2020
SUL ;PARANÁ ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15.000;ENTREGA REALIZADA ;06/11/2020
SUDESTE;ESPÍRITO SANTO;SMS;VITÓRIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500;ENTREGA REALIZADA ;05/11/2020
SUDESTE;ESPÍRITO SANTO;SMS;VITÓRIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA ;05/11/2020
SUDESTE;MINAS GERAIS ;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;40.000;ENTREGA REALIZADA ;04/11/2020
SUDESTE;MINAS GERAIS ;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA ;04/11/2020
NORTE;PARÁ;SMS;BELÉM ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2.000;ENTREGA REALIZADA ;05/11/2020
SUL ;PARANÁ ;SMS;CURITIBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA ;03/11/2020
NORDESTE;PIAUÍ;SMS;TERESINA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1.000;ENTREGA REALIZADA ;29/10/2020
SUDESTE;SÃO PAULO ;SMS;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5.000;ENTREGA REALIZADA ;29/10/2020
SUDESTE;SÃO PAULO ;SMS;Limeira ;HIDROXICLOROQUINA 200MG ;COVID-19;10.000;ENTREGA REALIZADA ;17/09/2020
SUDESTE;RIO DE JANEIRO ;SMS;Silva Jardim ;HIDROXICLOROQUINA 200MG ;COVID-19;1.500;ENTREGA REALIZADA ;17/09/2020
NORTE;ACRE ;SES;ACRE ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;15/12/2020
NORDESTE;ALAGOAS;SES;ALAGOAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;10/12/2020
NORTE;AMAPA;SES;AMAPÁ ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;16/12/2020
NORTE;AMAZONAS;SES;AMAZONAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;110.000;ENTREGA REALIZADA;05/01/2021
NORDESTE;BAHIA;SES;BAHIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;27.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;CEARÁ;SES;CEARÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;34.000;ENTREGA REALIZADA;21/12/2020
CENTRO-OESTE;DISTRITO FEDERAL ;SES;DISTRITO FEDERAL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;17.000;ENTREGA REALIZADA;11/12/2020
CENTRO-OESTE;MATO GROSSO ;SES;MATO GROSSO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20.000;ENTREGA REALIZADA;10/12/2020
SUDESTE;MINAS GERAIS ;SES;MINAS GERAIS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;179.500;ENTREGA REALIZADA;15/12/2020
NORDESTE;PARAÍBA;SES;PARAÍBA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;21.000;ENTREGA REALIZADA;21/12/2020
SUL ;PARANÁ;SES;PARANÁ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;750.000;ENTREGA REALIZADA;16/12/2020
NORDESTE;PIAUÍ;SES;PIAUÍ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1.500;ENTREGA REALIZADA;14/12/2020
SUL ;RIO GRANDE DO SUL ;SES;RIO GRANDE DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;350.000;ENTREGA REALIZADA;18/12/2020
NORTE;RONDÔNIA;SES;RONDÔNIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;45.000;ENTREGA REALIZADA;14/12/2020
SUL ;SANTA CATARINA;SES;SANTA CATARINA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;500.000;ENTREGA REALIZADA;17/12/2020
SUDESTE;SÃO PAULO ;SES;SÃO PAULO ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50.000;ENTREGA REALIZADA;11/12/2020
NORTE;TOCANTINS;SES;TOCANTINS ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10.000;ENTREGA REALIZADA;14/12/2020
NORDESTE;ALAGOAS;SMS;MACEIÓ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5.000;ENTREGA REALIZADA;14/12/2020
NORTE;AMAZONAS;SMS;Manaus;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;120.000;ENTREGA REALIZADA;30/12/2020
NORDESTE;BAHIA;SMS;Salvador;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3.000;ENTREGA REALIZADA;15/12/2020
CENTRO-OESTE;MATO GROSSO DO SUL ;SMS;Campo Grande;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30.000;ENTREGA REALIZADA;23/12/2020
